bus_42382,bus_55472,bus_28182,bus_72592,bus_95582,bus_159952,bus_115482,bus_138412,bus_140332,bus_137402,bus_138472,bus_174542,bus_194932,bus_195832,bus_216232,bus_234172,bus_212532,bus_200102,bus_256152,bus_236512,bus_235122,bus_236442,bus_299982,bus_257102,bus_277412,bus_278592,bus_297672,bus_309022,bus_325072,bus_323452,bus_427512,bus_406822,bus_383412,bus_518942,bus_487292,bus_409812,bus_467322,bus_441682,bus_451822,bus_442992,bus_463302,bus_444572,bus_445322,bus_677472,bus_597792,bus_582102,bus_609762,bus_611732,bus_540002
1242.0,2162.9,670.0,2311.0,614.0,1846.8,550.0,2277.0,980.8,2596.0,2621.8,1828.7,1959.4,1695.0,2003.2,768.6,2440.6,950.9,1721.8,1029.6,2666.7,2410.2,1776.4,2320.0,1637.2,2160.0,3494.01,1440.0,2441.0,1269.9,925.2,1217.0,1311.6,685.0,1286.0,2285.3,1138.3,679.5,1235.8,2340.0,2449.8,2018.6,2449.8,801.0,1845.0,1267.7,1035.9,1199.8,502.0
